resourceType,resourceProvider,providerDisplayName,typeOnly,displayName,apiVersions,defaultApiVersion,locationsCount,locations,servicePrincipals,supportsPrivateEndpoint,supportsManagedIdentity,supportsTags,supportsLock
microsoft.netapp/netappaccounts/capacitypools/volumes/replicationstatus,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/replicationStatus,Volumes resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/volumes/restorestatus,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/restoreStatus,Volumes resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/capacitypools/volumes/snapshots,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/snapshots,Snapshots resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01-preview,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01,2020-03-01,2020-02-01,2019-11-01,2019-10-01,2019-08-01,2019-07-01,2019-06-01,2019-05-01,2017-08-15",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/capacitypools/volumes/subvolumes,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/subvolumes,Sub volume resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01-preview,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01",2026-07-01,49,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; centraluseuap; eastasia; eastus; eastus2; eastus2euap; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westcentralus; westeurope; westus; westus2; westus3; westusstage,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/capacitypools/volumes/volumequotarules,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/capacityPools/volumes/volumeQuotaRules,Volume quota rule resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01-preview,2022-07-01,2022-05-01,2022-03-01,2022-01-01",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/consistencygroups,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/consistencyGroups,Consistency Groups resource type,"2026-07-15-preview,2026-06-15-preview,2026-05-15-preview,2026-04-15-preview",2026-07-15-preview,49,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; centraluseuap; eastasia; eastus; eastus2; eastus2euap; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westcentralus; westeurope; westus; westus2; westus3; westusstage,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,True,True
microsoft.netapp/netappaccounts/consistencygroups/consistencygroupsnapshots,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/consistencyGroups/consistencyGroupSnapshots,Consistency Group Snapshots resource type,"2026-07-15-preview,2026-06-15-preview,2026-05-15-preview,2026-04-15-preview",2026-07-15-preview,49,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; centraluseuap; eastasia; eastus; eastus2; eastus2euap; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westcentralus; westeurope; westus; westus2; westus3; westusstage,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/providers/microsoft.insights/diagnosticsettings,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/providers/Microsoft.Insights/diagnosticSettings,Accounts resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/providers/microsoft.insights/metricdefinitions,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/providers/Microsoft.Insights/metricDefinitions,Accounts resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/quotalimits,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/quotaLimits,QuotaLimit resource type,"2026-07-15-preview,2026-06-15-preview,2026-05-15-preview,2026-04-15-preview,2026-03-15-preview,2026-01-15-preview,2025-12-15-preview,2025-09-01-preview,2025-08-01-preview,2025-07-01-preview,2025-05-01-preview,2025-03-01-preview,2025-01-01-preview",2026-07-15-preview,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/snapshotpolicies,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/snapshotPolicies,Snapshot Policies resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,True,True
microsoft.netapp/netappaccounts/snapshotpolicies/listvolumes,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/snapshotPolicies/listVolumes,Snapshot Policies resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/snapshotpolicies/volumes,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/snapshotPolicies/volumes,Snapshot Policies resource type,,,0,,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,undetermined,undetermined,undetermined
microsoft.netapp/netappaccounts/vaults,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/vaults,Vault resource type,"2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01",2022-11-01,43,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/netappaccounts/volumegroups,Microsoft.NetApp,Microsoft.NetApp Resource Provider,netAppAccounts/volumeGroups,Volume Group resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01",2026-07-01,45,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
microsoft.netapp/operations,Microsoft.NetApp,Microsoft.NetApp Resource Provider,operations,Operations resource type,"2026-07-15-preview,2026-07-01,2026-06-15-preview,2026-06-01,2026-05-15-preview,2026-05-01,2026-04-15-preview,2026-04-01,2026-03-15-preview,2026-03-01,2026-01-15-preview,2026-01-01,2025-12-15-preview,2025-12-01,2025-09-01-preview,2025-09-01,2025-08-01-preview,2025-08-01,2025-07-01-preview,2025-07-01,2025-06-01,2025-05-01-preview,2025-05-01,2025-03-01-preview,2025-03-01,2025-01-15-preview,2025-01-01-preview,2025-01-01,2024-11-01-preview,2024-11-01,2024-09-01-preview,2024-09-01,2024-07-01-preview,2024-07-01,2024-05-01-preview,2024-05-01,2024-03-01-preview,2024-03-01,2024-01-01-preview,2024-01-01,2023-11-01-preview,2023-11-01,2023-09-01-preview,2023-09-01,2023-07-01-preview,2023-07-01,2023-05-01-preview,2023-05-01,2023-03-01-preview,2023-03-01,2023-01-01-preview,2023-01-01,2022-11-01-preview,2022-11-01,2022-09-01,2022-07-01-preview,2022-07-01,2022-05-01,2022-03-01,2022-01-01,2021-12-01-preview,2021-10-01,2021-08-01,2021-06-01,2021-04-01,2021-02-01,2020-12-01,2020-11-01,2020-10-01,2020-09-01,2020-08-01,2020-07-01,2020-06-01,2020-05-01,2020-03-01,2020-02-01,2019-11-01,2019-10-01,2019-08-01,2019-07-15-preview,2019-07-01,2019-06-01,2019-05-01,2017-08-15",2026-07-01,46,australiacentral; australiacentral2; australiaeast; australiasoutheast; brazilsouth; brazilsoutheast; canadacentral; canadaeast; centralindia; centralus; eastasia; eastus; eastus2; francecentral; germanynorth; germanywestcentral; israelcentral; italynorth; japaneast; japanwest; koreacentral; koreasouth; malaysiawest; newzealandnorth; northcentralus; northeurope; norwayeast; norwaywest; qatarcentral; southafricanorth; southcentralus; southeastasia; southindia; spaincentral; swedencentral; switzerlandnorth; switzerlandwest; uaecentral; uaenorth; uksouth; ukwest; westcentralus; westeurope; westus; westus2; westus3,"Azure NetApp Files,12fb057d-b751-47cd-857c-f2934bb677b4;Azure VMware Solution RP,608f9929-9737-432e-860f-4e1c1821052f",False,False,False,False
