service,action,AWS Service,Description,Resource type (console),resources.type,eventType,eventCategory,eventName,ACSC Recommended,ACSC Logging Condition
agent-registry,GetResourcePolicy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,InvokeRegistryMcp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,ListDiscoverableRegistryRecords,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,ListRegistries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,ListRegistryRecords,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,ListTagsForResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,PutResourcePolicy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,SearchDiscoverableRegistryRecords,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,SubmitRegistryRecordForApproval,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,TagResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,UntagResource,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,UpdateRegistry,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,UpdateRegistryRecord,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agent-registry,UpdateRegistryRecordStatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agentaccess-mcp,CallForwardedTool,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,CallForwardedTool,N/A,N/A
agentaccess-mcp,CheckConnectionStatus,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,CheckConnectionStatus,N/A,N/A
agentaccess-mcp,DoubleClick,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,DoubleClick,N/A,N/A
agentaccess-mcp,GetScreenshot,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,GetScreenshot,N/A,N/A
agentaccess-mcp,HoldKey,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,HoldKey,N/A,N/A
agentaccess-mcp,InvokeMcp,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,InvokeMcp,N/A,N/A
agentaccess-mcp,KeyPress,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,KeyPress,N/A,N/A
agentaccess-mcp,LeftClick,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,LeftClick,N/A,N/A
agentaccess-mcp,LeftClickDrag,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,LeftClickDrag,N/A,N/A
agentaccess-mcp,LeftMouseDown,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,LeftMouseDown,N/A,N/A
agentaccess-mcp,LeftMouseUp,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,LeftMouseUp,N/A,N/A
agentaccess-mcp,MiddleClick,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,MiddleClick,N/A,N/A
agentaccess-mcp,MovePointer,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,MovePointer,N/A,N/A
agentaccess-mcp,RightClick,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,RightClick,N/A,N/A
agentaccess-mcp,Scroll,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,Scroll,N/A,N/A
agentaccess-mcp,TripleClick,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,TripleClick,N/A,N/A
agentaccess-mcp,TypeText,Amazon WorkSpaces Applications,Agents accessing WorkSpaces Applications MCP tool events,Agent Access MCP Tools,AWS::AgentAccessMCP::Tools,AwsApiCall,Data,TypeText,N/A,N/A
aidevops,AllowVendedLogDeliveryForResource,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,AllowVendedLogDeliveryForResource,N/A,N/A
aidevops,AssociateService,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,AssociateService,N/A,N/A
aidevops,CreateAccessToken,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreateAccessToken,N/A,N/A
aidevops,CreateAgentSpace,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreateAgentSpace,N/A,N/A
aidevops,CreateAsset,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreateAsset,N/A,N/A
aidevops,CreateAssetFile,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreateAssetFile,N/A,N/A
aidevops,CreateBacklogTask,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreateBacklogTask,N/A,N/A
aidevops,CreateChat,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreateChat,N/A,N/A
aidevops,CreateKnowledgeItem,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreateKnowledgeItem,N/A,N/A
aidevops,CreateOneTimeLoginSession,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreateOneTimeLoginSession,N/A,N/A
aidevops,CreatePrivateConnection,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreatePrivateConnection,N/A,N/A
aidevops,CreateTrigger,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,CreateTrigger,N/A,N/A
aidevops,DeleteAgentSpace,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DeleteAgentSpace,N/A,N/A
aidevops,DeleteAsset,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DeleteAsset,N/A,N/A
aidevops,DeleteAssetFile,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DeleteAssetFile,N/A,N/A
aidevops,DeleteKnowledgeItem,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DeleteKnowledgeItem,N/A,N/A
aidevops,DeletePrivateConnection,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DeletePrivateConnection,N/A,N/A
aidevops,DeleteTrigger,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DeleteTrigger,N/A,N/A
aidevops,DeregisterService,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DeregisterService,N/A,N/A
aidevops,DescribePrivateConnection,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DescribePrivateConnection,N/A,N/A
aidevops,DescribeServices,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DescribeServices,N/A,N/A
aidevops,DescribeSupportLevel,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DescribeSupportLevel,N/A,N/A
aidevops,DisableOperatorApp,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DisableOperatorApp,N/A,N/A
aidevops,DisassociateService,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DisassociateService,N/A,N/A
aidevops,DiscoverTopology,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,DiscoverTopology,N/A,N/A
aidevops,EnableOperatorApp,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,EnableOperatorApp,N/A,N/A
aidevops,EndChatForCase,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,EndChatForCase,N/A,N/A
aidevops,GetAccessToken,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetAccessToken,N/A,N/A
aidevops,GetAccountUsage,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetAccountUsage,N/A,N/A
aidevops,GetAgentSpace,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetAgentSpace,N/A,N/A
aidevops,GetAsset,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetAsset,N/A,N/A
aidevops,GetAssetContent,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetAssetContent,N/A,N/A
aidevops,GetAssetFile,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetAssetFile,N/A,N/A
aidevops,GetAssociation,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetAssociation,N/A,N/A
aidevops,GetBacklogTask,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetBacklogTask,N/A,N/A
aidevops,GetKnowledgeItem,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetKnowledgeItem,N/A,N/A
aidevops,GetOperatorApp,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetOperatorApp,N/A,N/A
aidevops,GetRecommendation,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetRecommendation,N/A,N/A
aidevops,GetService,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetService,N/A,N/A
aidevops,GetTrigger,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,GetTrigger,N/A,N/A
aidevops,InitiateChatForCase,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,InitiateChatForCase,N/A,N/A
aidevops,ListAccessTokens,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListAccessTokens,N/A,N/A
aidevops,ListAgentSpaces,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListAgentSpaces,N/A,N/A
aidevops,ListAssetFiles,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListAssetFiles,N/A,N/A
aidevops,ListAssetTypes,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListAssetTypes,N/A,N/A
aidevops,ListAssetVersions,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListAssetVersions,N/A,N/A
aidevops,ListAssets,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListAssets,N/A,N/A
aidevops,ListAssociations,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListAssociations,N/A,N/A
aidevops,ListBacklogTasks,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListBacklogTasks,N/A,N/A
aidevops,ListChats,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListChats,N/A,N/A
aidevops,ListExecutions,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListExecutions,N/A,N/A
aidevops,ListGoals,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListGoals,N/A,N/A
aidevops,ListJournalRecords,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListJournalRecords,N/A,N/A
aidevops,ListKnowledgeItemVersions,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListKnowledgeItemVersions,N/A,N/A
aidevops,ListKnowledgeItems,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListKnowledgeItems,N/A,N/A
aidevops,ListPendingMessages,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListPendingMessages,N/A,N/A
aidevops,ListPrivateConnections,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListPrivateConnections,N/A,N/A
aidevops,ListRecommendations,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListRecommendations,N/A,N/A
aidevops,ListServices,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListServices,N/A,N/A
aidevops,ListTagsForResource,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListTagsForResource,N/A,N/A
aidevops,ListTriggers,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListTriggers,N/A,N/A
aidevops,ListWebhooks,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ListWebhooks,N/A,N/A
aidevops,RegisterService,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,RegisterService,N/A,N/A
aidevops,RevokeAccessToken,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,RevokeAccessToken,N/A,N/A
aidevops,RotateAccessToken,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,RotateAccessToken,N/A,N/A
aidevops,SearchServiceAccessibleResource,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,SearchServiceAccessibleResource,N/A,N/A
aidevops,SendMessage,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,SendMessage,N/A,N/A
aidevops,TagResource,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,TagResource,N/A,N/A
aidevops,UntagResource,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UntagResource,N/A,N/A
aidevops,UpdateAgentSpace,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateAgentSpace,N/A,N/A
aidevops,UpdateApprovalAction,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateApprovalAction,N/A,N/A
aidevops,UpdateAsset,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateAsset,N/A,N/A
aidevops,UpdateAssetFile,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateAssetFile,N/A,N/A
aidevops,UpdateAssociation,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateAssociation,N/A,N/A
aidevops,UpdateBacklogTask,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateBacklogTask,N/A,N/A
aidevops,UpdateGoal,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateGoal,N/A,N/A
aidevops,UpdateKnowledgeItem,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateKnowledgeItem,N/A,N/A
aidevops,UpdateOperatorAppIdpConfig,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateOperatorAppIdpConfig,N/A,N/A
aidevops,UpdatePrivateConnectionCertificate,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdatePrivateConnectionCertificate,N/A,N/A
aidevops,UpdateRecommendation,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateRecommendation,N/A,N/A
aidevops,UpdateTrigger,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,UpdateTrigger,N/A,N/A
aidevops,ValidateAwsAssociations,Amazon AIDevOps,AIDevOps API activity on agent spaces.,Agent Space,AWS::AIDevOps::AgentSpace,AwsApiCall,Data,ValidateAwsAssociations,N/A,N/A
aiops,CreateInvestigation,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,CreateInvestigation,N/A,N/A
aiops,CreateInvestigationEvent,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,CreateInvestigationEvent,N/A,N/A
aiops,CreateInvestigationGroup,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,CreateInvestigationGroup,N/A,N/A
aiops,CreateInvestigationResource,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,CreateInvestigationResource,N/A,N/A
aiops,CreateReport,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,CreateReport,N/A,N/A
aiops,DeleteInvestigation,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,DeleteInvestigation,N/A,N/A
aiops,DeleteInvestigationGroup,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,DeleteInvestigationGroup,N/A,N/A
aiops,DeleteInvestigationGroupPolicy,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,DeleteInvestigationGroupPolicy,N/A,N/A
aiops,GenerateReport,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GenerateReport,N/A,N/A
aiops,GetEphemeralInvestigationResults,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GetEphemeralInvestigationResults,N/A,N/A
aiops,GetFact,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GetFact,N/A,N/A
aiops,GetFactVersions,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GetFactVersions,N/A,N/A
aiops,GetInvestigation,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GetInvestigation,N/A,N/A
aiops,GetInvestigationEvent,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GetInvestigationEvent,N/A,N/A
aiops,GetInvestigationGroup,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GetInvestigationGroup,N/A,N/A
aiops,GetInvestigationGroupPolicy,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GetInvestigationGroupPolicy,N/A,N/A
aiops,GetInvestigationResource,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GetInvestigationResource,N/A,N/A
aiops,GetReport,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,GetReport,N/A,N/A
aiops,ListFacts,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,ListFacts,N/A,N/A
aiops,ListInvestigationEvents,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,ListInvestigationEvents,N/A,N/A
aiops,ListInvestigationGroups,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,ListInvestigationGroups,N/A,N/A
aiops,ListInvestigations,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,ListInvestigations,N/A,N/A
aiops,ListReports,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,ListReports,N/A,N/A
aiops,ListTagsForResource,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,ListTagsForResource,N/A,N/A
aiops,PutFact,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,PutFact,N/A,N/A
aiops,PutInvestigationGroupPolicy,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,PutInvestigationGroupPolicy,N/A,N/A
aiops,TagResource,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,TagResource,N/A,N/A
aiops,UntagResource,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,UntagResource,N/A,N/A
aiops,UpdateInvestigation,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,UpdateInvestigation,N/A,N/A
aiops,UpdateInvestigationEvent,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,UpdateInvestigationEvent,N/A,N/A
aiops,UpdateInvestigationGroup,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,UpdateInvestigationGroup,N/A,N/A
aiops,UpdateReport,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,UpdateReport,N/A,N/A
aiops,ValidateInvestigationGroup,Amazon Q Developer,Amazon Q Developer API activity on operational investigations.,AIOps Investigation Group,AWS::AIOps::InvestigationGroup,AwsApiCall,Data,ValidateInvestigationGroup,N/A,N/A
airflow,CreateCliToken,Amazon Managed Workflows for Apache Airflow,Amazon MWAA API activity on environments.,Managed Apache Airflow,AWS::MWAA::Environment,AwsApiCall,Data,CreateCliToken,N/A,N/A
airflow,CreateEnvironment,Amazon Managed Workflows for Apache Airflow,Amazon MWAA API activity on environments.,Managed Apache Airflow,AWS::MWAA::Environment,AwsApiCall,Data,CreateEnvironment,N/A,N/A
